Processing SITE: wnv5a0cscf0001c
Excel: Set 'ParameterName' = 'Warrenville 5 vCSCF-Core 1'
Excel: Started group cfx
Excel: Started group cfx/OfflineParameter
Excel: Set 'cfx/ZTSDeploymentParameters/Master_ZTS_ForEFSClient_namespace' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/Master_ZTS_ForEFSClient_ca_secret_name' = ''
Excel: Started group cfx/ZTSDeploymentParameters/cbur
Excel: Set 'cfx/ZTSDeploymentParameters/cbur/backend_mode' = 'AVAMAR'
Excel: Set 'cfx/ZTSDeploymentParameters/cbur/cron_spec' = '0 16 * * *'
Excel: Set 'cfx/ZTSDeploymentParameters/cbur/max_copy' = '2'
Excel: Set 'cfx/ZTSDeploymentParameters/cbur/brPolicyApiVersion' = 'true'
Excel: Ended group cbur
Excel: Set 'cfx/ZTSDeploymentParameters/cnf_specific_visualization_enabled' = 'true'
Excel: Set 'cfx/ZTSDeploymentParameters/cfxProcHeapDataRetentionDays' = '3'
Excel: Set 'cfx/ZTSDeploymentParameters/cfxCtxCountDataRetentionDays' = '3'
Excel: Set 'cfx/ZTSDeploymentParameters/cfxDumplogDataRetentionDays' = '3'
Excel: Set 'cfx/ZTSDeploymentParameters/cfxCountersDataRetentionDays' = '3'
Excel: Set 'cfx/ZTSDeploymentParameters/cfxRoutingTableDataRetentionDays' = '3'
Excel: Set 'cfx/ZTSDeploymentParameters/clustername' = 'wnv5a0cscf0001c'
Excel: Set 'cfx/ZTSDeploymentParameters/jaeger_server_enabled' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/jaeger_tls_client_enable' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/collector_tags' = 'default-tag=dnt-jaeger'
Excel: Set 'cfx/ZTSDeploymentParameters/collector_samplingConfig_service1' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/collector_samplingConfig_service1_type' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/collector_samplingConfig_service1_param' = '1'
Excel: Set 'cfx/ZTSDeploymentParameters/collector_samplingConfig_service1_operationStrategies_operation' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/collector_samplingConfig_service1_operationStrategies_type' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/collector_samplingConfig_service1_operationStrategies_param' = '1'
Excel: Set 'cfx/ZTSDeploymentParameters/collector_samplingConfig_service2' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/collector_samplingConfig_service2_type' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/collector_samplingConfig_service2_param' = '1'
Excel: Set 'cfx/ZTSDeploymentParameters/collector_samplingConfig_service2_operationStrategies_operation' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/collector_samplingConfig_service2_operationStrategies_type' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/collector_samplingConfig_service2_operationStrategies_param' = '1'
Excel: Set 'cfx/ZTSDeploymentParameters/collector_samplingConfig_service3' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/collector_samplingConfig_service3_type' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/collector_samplingConfig_service3_param' = '1'
Excel: Set 'cfx/ZTSDeploymentParameters/collector_samplingConfig_service3_operationStrategies_operation' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/collector_samplingConfig_service3_operationStrategies_type' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/collector_samplingConfig_service3_operationStrategies_param' = '1'
Excel: Set 'cfx/ZTSDeploymentParameters/collector_samplingConfig_defaultStrategy_type' = 'probabilistic'
Excel: Set 'cfx/ZTSDeploymentParameters/collector_samplingConfig_defaultStrategy_param' = '1'
Excel: Set 'cfx/ZTSDeploymentParameters/counteralarmtracelevel' = 'error'
Excel: Set 'cfx/ZTSDeploymentParameters/dbvnfctype' = 'CA'
Excel: Set 'cfx/ZTSDeploymentParameters/debugLogsRetentionDays' = '7'
Excel: Set 'cfx/ZTSDeploymentParameters/debug_log_archive_retention_period' = '10080'
Excel: Set 'cfx/ZTSDeploymentParameters/debug_log_retention_period' = '2880'
Excel: Set 'cfx/ZTSDeploymentParameters/domainname' = 'svc.cluster.local'
Excel: Set 'cfx/ZTSDeploymentParameters/efsclient_zts_mode' = 'disabled'
Excel: Set 'cfx/ZTSDeploymentParameters/zts_overload_handling_for_ingress_sbi_traffic_enabled' = 'true'
Excel: Set 'cfx/ZTSDeploymentParameters/autoscale_hpa_enabled' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/enable_multus' = 'true'
Excel: Set 'cfx/ZTSDeploymentParameters/enable_nbi_traffic_separation' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/enable_fss' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/es_data_replicas' = '2'
Excel: Set 'cfx/ZTSDeploymentParameters/externalAirFrameWebUiDisplayName' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/externalAirFrameWebUiUrl' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/externalNcmWebUiDisplayName' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/externalNcmWebUiUrl' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/externalRadisysWebUiDisplayName' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/externalRadisysWebUiUrl' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/externalCA' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/ZTSCAForInterPodCommn' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/ccs_service_enabled' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/certValidationMethod' = 'CRL'
Excel: Set 'cfx/ZTSDeploymentParameters/pm_nbi_ccs_enabled' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/ccs_lad_tsl_ml_enabled' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/ccs_lad_tsl_learningdays' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/externalCAForNetact' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/company' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/country' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/externalCArefId' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/externalCAHost' = '127.0.0.1'
Excel: Set 'cfx/ZTSDeploymentParameters/externalCAPort' = '1234'
Excel: Set 'cfx/ZTSDeploymentParameters/externalCAPath' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/externalCARecipient' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/externalCAProtocol' = 'CMPv2'
Excel: Set 'cfx/ZTSDeploymentParameters/externalCAName' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/externalCAsecondaryrefId' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/externalCAsecondaryHost' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/externalCAsecondaryPort' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/externalCAsecondaryPath' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/fmDataRetentionDays' = '7'
Excel: Set 'cfx/ZTSDeploymentParameters/cmcnfdatadelete' = 'enable'
Excel: Set 'cfx/ZTSDeploymentParameters/imageRegistry' = 'harbor-harbor-core.ncms.svc/uspe-public/cscf/cfx-5000-product/corepaas-docker-local.bhisoj70.apac.nsn-net.net'
Excel: Set 'cfx/ZTSDeploymentParameters/kafka_upgrade_storageClass' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/sa_upgrade_storageClass' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/ipv6interface' = 'disable'
Excel: Set 'cfx/ZTSDeploymentParameters/ipFamilies' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/istioEnabled' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/istioVersion' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/clustermonitoragent_clusterwide_access' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/DBCacheSizeForProcessedPMData' = '200000'
Excel: Set 'cfx/ZTSDeploymentParameters/jobhookenable' = 'true'
Excel: Set 'cfx/ZTSDeploymentParameters/keycloakCburConfigEnabled' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/liLogsRetentionDays' = '7'
Excel: Set 'cfx/ZTSDeploymentParameters/li_log_archive_retention_period' = '10080'
Excel: Set 'cfx/ZTSDeploymentParameters/li_log_retention_period' = '2880'
Excel: Set 'cfx/ZTSDeploymentParameters/lms_upgrade_storageClass' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/fluentd_upgrade_storageClass' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/ccs_lad_mlmm_ml_enabled' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/ccs_lad_mlmm_learningdays' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/ccli_service_enabled' = 'true'
Excel: Set 'cfx/ZTSDeploymentParameters/timeZoneEnv' = 'UTC'
Excel: Set 'cfx/ZTSDeploymentParameters/datasink_service_enabled' = 'true'
Excel: Set 'cfx/ZTSDeploymentParameters/secretsrepo_service_enabled' = 'true'
Excel: Set 'cfx/ZTSDeploymentParameters/backuprestore_service_enabled' = 'true'
Excel: Set 'cfx/ZTSDeploymentParameters/log_archive_retention_period' = '10080'
Excel: Set 'cfx/ZTSDeploymentParameters/min_log_retention_period' = '10080'
Excel: Set 'cfx/ZTSDeploymentParameters/zts_deployment_mode' = 'integrated'
Excel: Set 'cfx/ZTSDeploymentParameters/cm_metadata_major_version' = '1'
Excel: Set 'cfx/ZTSDeploymentParameters/ss_metadata_major_version' = 'v1'
Excel: Started group cfx/ZTSDeploymentParameters/egress_mode
Excel: Set 'cfx/ZTSDeploymentParameters/egress_mode/enable_egressgateway' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/egress_mode/calico_interface' = 'eth1'
Excel: Ended group egress_mode
Excel: Started group cfx/ZTSDeploymentParameters/multus_provider_vlan
Excel: Set 'cfx/ZTSDeploymentParameters/multus_provider_vlan/multuscidr' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/multus_provider_vlan/multuscontainer_prefix' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/multus_provider_vlan/multushost_device' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/multus_provider_vlan/multusname' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/multus_provider_vlan/useExternalMultus' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/multus_provider_vlan/multussubnetmask' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/multus_provider_vlan/route_gw' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/multus_provider_vlan/ztslenvoylbip1' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/multus_provider_vlan/ztslenvoylbip2' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/multus_provider_vlan/vlan_id' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/multus_provider_vlan/nodeSelector' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/multus_provider_vlan/fssSubnetId' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/multus_provider_vlan/fssWorkloadEvpnId' = ''
Excel: Ended group multus_provider_vlan
Excel: Started group cfx/ZTSDeploymentParameters/multus
Excel: Set 'cfx/ZTSDeploymentParameters/multus/multuscidr' = '135.113.28.0'
Excel: Set 'cfx/ZTSDeploymentParameters/multus/multuscontainer_prefix' = 'eth1'
Excel: Set 'cfx/ZTSDeploymentParameters/multus/multushost_device' = 'vlan100'
Excel: Set 'cfx/ZTSDeploymentParameters/multus/multusname' = 'wnv5a0cscf0001cnsdoamnet0'
Excel: Set 'cfx/ZTSDeploymentParameters/multus/useExternalMultus' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/multus/multussubnetmask' = '24'
Excel: Set 'cfx/ZTSDeploymentParameters/multus/route_gw' = '135.113.28.1'
Excel: Set 'cfx/ZTSDeploymentParameters/multus/ztslenvoylbip1' = '135.113.28.21'
Excel: Set 'cfx/ZTSDeploymentParameters/multus/ztslenvoylbip2' = '135.113.28.22'
Excel: Set 'cfx/ZTSDeploymentParameters/multus/vlan_id' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/multus/nodeSelector' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/multus/fssSubnetId' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/multus/fssWorkloadEvpnId' = ''
Excel: Ended group multus
Excel: Set 'cfx/ZTSDeploymentParameters/pmDataRetentionDays' = '7'
Excel: Set 'cfx/ZTSDeploymentParameters/postbackup' = '0'
Excel: Set 'cfx/ZTSDeploymentParameters/postrestore' = '0'
Excel: Set 'cfx/ZTSDeploymentParameters/prebackup' = '0'
Excel: Set 'cfx/ZTSDeploymentParameters/prerestore' = '0'
Excel: Set 'cfx/ZTSDeploymentParameters/query_dependencies_dagMaxNumService' = '200'
Excel: Set 'cfx/ZTSDeploymentParameters/query_dependencies_menuEnabled' = 'true'
Excel: Set 'cfx/ZTSDeploymentParameters/query_search_maxLimit' = '1500'
Excel: Set 'cfx/ZTSDeploymentParameters/query_search_maxLookback' = '2'
Excel: Set 'cfx/ZTSDeploymentParameters/sa_service_enabled' = 'true'
Excel: Set 'cfx/ZTSDeploymentParameters/zts_remote_core_tracing' = 'disabled'
Excel: Set 'cfx/ZTSDeploymentParameters/dnt_primary_zts_address' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/securityLogsRetentionDays' = '7'
Excel: Set 'cfx/ZTSDeploymentParameters/jaegerDataRetentionDays' = '7'
Excel: Set 'cfx/ZTSDeploymentParameters/security_log_archive_retention_period' = '10080'
Excel: Set 'cfx/ZTSDeploymentParameters/security_log_retention_period' = '2880'
Excel: Set 'cfx/ZTSDeploymentParameters/serviceAccountName' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/servicedomainName' = 'svc.cluster.local'
Excel: Set 'cfx/ZTSDeploymentParameters/settings_max_retry' = '3'
Excel: Set 'cfx/ZTSDeploymentParameters/settings_sleep_time' = '30'
Excel: Set 'cfx/ZTSDeploymentParameters/settings_vnfstatus_max_retry' = '20'
Excel: Set 'cfx/ZTSDeploymentParameters/telemetry_nbi_ves_enabled' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/ves_1_ip' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/ves_1_password' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/ves_1_port' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/ves_1_username' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/ves_2_ip' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/ves_2_password' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/ves_2_port' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/ves_2_username' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/ves_hb_interval' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/ves_retention_period' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/ves_tls_enabled' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/vnf_deletestatus_max_retry' = '10'
Excel: Set 'cfx/ZTSDeploymentParameters/vnfctype' = 'CA'
Excel: Set 'cfx/ZTSDeploymentParameters/vnfdelete_sleep_time' = '60'
Excel: Set 'cfx/ZTSDeploymentParameters/vnfname' = 'wnv5a0cscf0001c'
Excel: Set 'cfx/ZTSDeploymentParameters/vnftype' = 'CFX'
Excel: Set 'cfx/ZTSDeploymentParameters/podNamePrefix' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/containerNamePrefix' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/loginBanner' = 'Warning Notice This system is restricted solely to AT&T authorized users for legitimate business purposes only. The actual or attempted unauthorized access, use, or modification of this system is strictly prohibited by AT&T. Unauthorized users are subject to Company disciplinary proceedings and/or criminal and civil penalties under state, federal, or other applicable domestic and foreign laws. The use of this system may be monitored and recorded for administrative and security reasons. Anyone accessing this system expressly consents to such monitoring and is advised that if monitoring reveals possible evidence of criminal activity, AT&T may provide the evidence of such activity to law enforcement officials. All users must comply with AT&T company policies regarding the protection of AT&T information assets.'
Excel: Set 'cfx/ZTSDeploymentParameters/enableCMRollbackConfig' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/cmRestrictFileAccess' = 'false'
Excel: Started group cfx/ZTSDeploymentParameters/UmIdpConfig
Excel: Set 'cfx/ZTSDeploymentParameters/UmIdpConfig/UmIdpFederation' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/UmIdpConfig/UmIdpServerAddressType' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/UmIdpConfig/UmIdpServerIp' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/UmIdpConfig/UmIdpServerFQDN' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/UmIdpConfig/UmIdpServerPort' = ''
Excel: Ended group UmIdpConfig
Excel: Started group cfx/ZTSDeploymentParameters/workerNodeSelector
Excel: Set 'cfx/ZTSDeploymentParameters/workerNodeSelector/key' = 'is_worker'
Excel: Set 'cfx/ZTSDeploymentParameters/workerNodeSelector/value' = 'true'
Excel: Ended group workerNodeSelector
Excel: Started group cfx/ZTSDeploymentParameters/edgeNodeSelector
Excel: Set 'cfx/ZTSDeploymentParameters/edgeNodeSelector/key' = 'is_edge'
Excel: Set 'cfx/ZTSDeploymentParameters/edgeNodeSelector/value' = 'true'
Excel: Ended group edgeNodeSelector
Excel: Started group cfx/ZTSDeploymentParameters/workerToleration
Excel: Set 'cfx/ZTSDeploymentParameters/workerToleration/key' = 'is_worker'
Excel: Set 'cfx/ZTSDeploymentParameters/workerToleration/operator' = 'Equal'
Excel: Set 'cfx/ZTSDeploymentParameters/workerToleration/effect' = 'NoExecute'
Excel: Set 'cfx/ZTSDeploymentParameters/workerToleration/value' = 'true'
Excel: Ended group workerToleration
Excel: Started group cfx/ZTSDeploymentParameters/edgeTolerations
Excel: Set 'cfx/ZTSDeploymentParameters/edgeTolerations/key' = 'is_edge'
Excel: Set 'cfx/ZTSDeploymentParameters/edgeTolerations/operator' = 'Equal'
Excel: Set 'cfx/ZTSDeploymentParameters/edgeTolerations/effect' = 'NoExecute'
Excel: Set 'cfx/ZTSDeploymentParameters/edgeTolerations/value' = 'true'
Excel: Ended group edgeTolerations
Excel: Started group cfx/ZTSDeploymentParameters/cmserver
Excel: Set 'cfx/ZTSDeploymentParameters/cmserver/enabled' = 'true'
Excel: Set 'cfx/ZTSDeploymentParameters/cmserver/deltaQueryLen' = '15'
Excel: Ended group cmserver
Excel: Ended group ZTSDeploymentParameters
Excel: Ended group cfx
Excel Mapping:
